num_date_time,answer
2_20220828 00,1214.6562
2_20220828 01,968.4559
2_20220828 02,968.4559
2_20220828 03,968.4559
2_20220828 04,968.4559
2_20220828 05,968.4559
2_20220828 06,968.4559
2_20220828 07,968.4559
2_20220828 08,1927.704
2_20220828 09,1927.704
2_20220828 10,1927.704
2_20220828 11,1927.704
2_20220828 12,1927.704
2_20220828 13,1927.704
2_20220828 14,1927.704
2_20220828 15,1927.704
2_20220828 16,1927.704
2_20220828 17,1927.704
2_20220828 18,1927.704
2_20220828 19,1927.704
2_20220828 20,1927.704
2_20220828 21,1787.128
2_20220828 22,1311.732
2_20220828 23,1311.732
2_20220829 00,1214.6562
2_20220829 01,1214.6562
2_20220829 02,1214.6562
2_20220829 03,1214.6562
2_20220829 04,1214.6562
2_20220829 05,1214.6562
2_20220829 06,1214.6562
2_20220829 07,1214.6562
2_20220829 08,1927.704
2_20220829 09,1927.704
2_20220829 10,1927.704
2_20220829 11,1927.704
2_20220829 12,1927.704
2_20220829 13,1927.704
2_20220829 14,1927.704
2_20220829 15,1927.704
2_20220829 16,1927.704
2_20220829 17,1927.704
2_20220829 18,1927.704
2_20220829 19,1927.704
2_20220829 20,1927.704
2_20220829 21,1787.128
2_20220829 22,1311.732
2_20220829 23,1311.732
2_20220830 00,1214.6562
2_20220830 01,1214.6562
2_20220830 02,1214.6562
2_20220830 03,1214.6562
2_20220830 04,968.4559
2_20220830 05,968.4559
2_20220830 06,968.4559
2_20220830 07,968.4559
2_20220830 08,1927.704
2_20220830 09,1927.704
2_20220830 10,1927.704
2_20220830 11,1927.704
2_20220830 12,1927.704
2_20220830 13,1927.704
2_20220830 14,1927.704
2_20220830 15,1927.704
2_20220830 16,1927.704
2_20220830 17,1927.704
2_20220830 18,1927.704
2_20220830 19,1927.704
2_20220830 20,1927.704
2_20220830 21,1787.128
2_20220830 22,1311.732
2_20220830 23,1311.732
2_20220831 00,1214.6562
2_20220831 01,1214.6562
2_20220831 02,1214.6562
2_20220831 03,1214.6562
2_20220831 04,1214.6562
2_20220831 05,1214.6562
2_20220831 06,1214.6562
2_20220831 07,1214.6562
2_20220831 08,1927.704
2_20220831 09,1927.704
2_20220831 10,1927.704
2_20220831 11,1927.704
2_20220831 12,1927.704
2_20220831 13,1927.704
2_20220831 14,1927.704
2_20220831 15,1927.704
2_20220831 16,1927.704
2_20220831 17,1927.704
2_20220831 18,1927.704
2_20220831 19,1927.704
2_20220831 20,1927.704
2_20220831 21,1787.128
2_20220831 22,1311.732
2_20220831 23,1311.732
3_20220825 00,935.3315
3_20220825 01,935.3315
3_20220825 02,935.3315
3_20220825 03,935.3315
3_20220825 04,935.3315
3_20220825 05,935.3315
3_20220825 06,935.3315
3_20220825 07,935.3315
3_20220825 08,1927.704
3_20220825 09,1927.704
3_20220825 10,1927.704
3_20220825 11,1927.704
3_20220825 12,1927.704
3_20220825 13,1927.704
3_20220825 14,1927.704
3_20220825 15,1927.704
3_20220825 16,1927.704
3_20220825 17,1927.704
3_20220825 18,1927.704
3_20220825 19,1927.704
3_20220825 20,1927.704
3_20220825 21,1787.128
3_20220825 22,1311.732
3_20220825 23,1311.732
3_20220826 00,935.3315
3_20220826 01,935.3315
3_20220826 02,935.3315
3_20220826 03,935.3315
3_20220826 04,935.3315
3_20220826 05,935.3315
3_20220826 06,935.3315
3_20220826 07,935.3315
3_20220826 08,1927.704
3_20220826 09,1927.704
3_20220826 10,1927.704
3_20220826 11,1927.704
3_20220826 12,1927.704
3_20220826 13,1927.704
3_20220826 14,1927.704
3_20220826 15,1927.704
3_20220826 16,1927.704
3_20220826 17,1927.704
3_20220826 18,1927.704
3_20220826 19,1927.704
3_20220826 20,1927.704
3_20220826 21,1787.128
3_20220826 22,1311.732
3_20220826 23,1311.732
3_20220827 00,935.3315
3_20220827 01,935.3315
3_20220827 02,935.3315
3_20220827 03,935.3315
3_20220827 04,935.3315
3_20220827 05,935.3315
3_20220827 06,935.3315
3_20220827 07,935.3315
3_20220827 08,1927.704
3_20220827 09,1927.704
3_20220827 10,1927.704
3_20220827 11,1927.704
3_20220827 12,1927.704
3_20220827 13,1927.704
3_20220827 14,1927.704
3_20220827 15,1927.704
3_20220827 16,1927.704
3_20220827 17,1927.704
3_20220827 18,1927.704
3_20220827 19,1927.704
3_20220827 20,1927.704
3_20220827 21,1787.128
3_20220827 22,1311.732
3_20220827 23,1311.732
3_20220828 00,935.3315
3_20220828 01,935.3315
3_20220828 02,935.3315
3_20220828 03,935.3315
3_20220828 04,935.3315
3_20220828 05,935.3315
3_20220828 06,935.3315
3_20220828 07,935.3315
3_20220828 08,1927.704
3_20220828 09,1927.704
3_20220828 10,1927.704
3_20220828 11,1927.704
3_20220828 12,1927.704
3_20220828 13,1927.704
3_20220828 14,1927.704
3_20220828 15,1927.704
3_20220828 16,1927.704
3_20220828 17,1927.704
3_20220828 18,1927.704
3_20220828 19,1927.704
3_20220828 20,1927.704
3_20220828 21,1787.128
3_20220828 22,1311.732
3_20220828 23,1311.732
3_20220829 00,935.3315
3_20220829 01,935.3315
3_20220829 02,935.3315
3_20220829 03,935.3315
3_20220829 04,935.3315
3_20220829 05,935.3315
3_20220829 06,935.3315
3_20220829 07,935.3315
3_20220829 08,1927.704
3_20220829 09,1927.704
3_20220829 10,1927.704
3_20220829 11,1927.704
3_20220829 12,1927.704
3_20220829 13,1927.704
3_20220829 14,1927.704
3_20220829 15,1927.704
3_20220829 16,1927.704
3_20220829 17,1927.704
3_20220829 18,1927.704
3_20220829 19,1927.704
3_20220829 20,1927.704
3_20220829 21,1787.128
3_20220829 22,1311.732
3_20220829 23,1311.732
3_20220830 00,935.3315
3_20220830 01,935.3315
3_20220830 02,935.3315
3_20220830 03,935.3315
3_20220830 04,935.3315
3_20220830 05,935.3315
3_20220830 06,935.3315
3_20220830 07,935.3315
3_20220830 08,1927.704
3_20220830 09,1927.704
3_20220830 10,1927.704
3_20220830 11,1927.704
3_20220830 12,1927.704
3_20220830 13,1927.704
3_20220830 14,1927.704
3_20220830 15,1927.704
3_20220830 16,1927.704
3_20220830 17,1927.704
3_20220830 18,1927.704
3_20220830 19,1927.704
3_20220830 20,1927.704
3_20220830 21,1787.128
3_20220830 22,1311.732
3_20220830 23,1311.732
3_20220831 00,935.3315
3_20220831 01,935.3315
3_20220831 02,935.3315
3_20220831 03,935.3315
3_20220831 04,935.3315
3_20220831 05,935.3315
3_20220831 06,935.3315
3_20220831 07,935.3315
3_20220831 08,1927.704
3_20220831 09,1927.704
3_20220831 10,1927.704
3_20220831 11,1927.704
3_20220831 12,1927.704
3_20220831 13,1927.704
3_20220831 14,1927.704
3_20220831 15,1927.704
3_20220831 16,1927.704
3_20220831 17,1927.704
3_20220831 18,1927.704
3_20220831 19,1927.704
3_20220831 20,1927.704
3_20220831 21,1787.128
3_20220831 22,1311.732
3_20220831 23,1311.732
4_20220825 00,742.2339
4_20220825 01,742.2339
4_20220825 02,742.2339
4_20220825 03,742.2339
4_20220825 04,742.2339
4_20220825 05,742.2339
4_20220825 06,742.2339
4_20220825 07,742.2339
4_20220825 08,1212.3041
4_20220825 09,1212.3041
4_20220825 10,1212.3041
4_20220825 11,1212.3041
4_20220825 12,1212.3041
4_20220825 13,1212.3041
4_20220825 14,1212.3041
4_20220825 15,1212.3041
4_20220825 16,1212.3041
4_20220825 17,1212.3041
4_20220825 18,1212.3041
4_20220825 19,1212.3041
4_20220825 20,1212.3041
4_20220825 21,767.12427
4_20220825 22,767.12427
4_20220825 23,721.7825
4_20220826 00,742.2339
4_20220826 01,742.2339
4_20220826 02,742.2339
4_20220826 03,742.2339
4_20220826 04,742.2339
4_20220826 05,742.2339
4_20220826 06,742.2339
4_20220826 07,742.2339
4_20220826 08,1212.3041
4_20220826 09,1212.3041
4_20220826 10,1212.3041
4_20220826 11,1212.3041
4_20220826 12,1212.3041
4_20220826 13,1212.3041
4_20220826 14,1212.3041
4_20220826 15,1212.3041
4_20220826 16,1212.3041
4_20220826 17,1212.3041
4_20220826 18,1212.3041
4_20220826 19,1212.3041
4_20220826 20,1212.3041
4_20220826 21,767.12427
4_20220826 22,767.12427
4_20220826 23,721.7825
4_20220827 00,742.2339
4_20220827 01,742.2339
4_20220827 02,742.2339
4_20220827 03,742.2339
4_20220827 04,742.2339
4_20220827 05,742.2339
4_20220827 06,742.2339
4_20220827 07,742.2339
4_20220827 08,1212.3041
4_20220827 09,1212.3041
4_20220827 10,1212.3041
4_20220827 11,1212.3041
4_20220827 12,1212.3041
4_20220827 13,1212.3041
4_20220827 14,1212.3041
4_20220827 15,1212.3041
4_20220827 16,1212.3041
4_20220827 17,1212.3041
4_20220827 18,1212.3041
4_20220827 19,1212.3041
4_20220827 20,1212.3041
4_20220827 21,767.12427
4_20220827 22,767.12427
4_20220827 23,721.7825
4_20220828 00,742.2339
4_20220828 01,742.2339
4_20220828 02,742.2339
4_20220828 03,742.2339
4_20220828 04,742.2339
4_20220828 05,742.2339
4_20220828 06,742.2339
4_20220828 07,742.2339
4_20220828 08,1212.3041
4_20220828 09,1212.3041
4_20220828 10,1212.3041
4_20220828 11,1212.3041
4_20220828 12,1212.3041
4_20220828 13,1212.3041
4_20220828 14,1212.3041
4_20220828 15,1212.3041
4_20220828 16,1212.3041
4_20220828 17,1212.3041
4_20220828 18,1212.3041
4_20220828 19,1212.3041
4_20220828 20,1212.3041
4_20220828 21,767.12427
4_20220828 22,767.12427
4_20220828 23,721.7825
4_20220829 00,742.2339
4_20220829 01,742.2339
4_20220829 02,742.2339
4_20220829 03,742.2339
4_20220829 04,742.2339
4_20220829 05,742.2339
4_20220829 06,742.2339
4_20220829 07,742.2339
4_20220829 08,1212.3041
4_20220829 09,1212.3041
4_20220829 10,1212.3041
4_20220829 11,1212.3041
4_20220829 12,1212.3041
4_20220829 13,1212.3041
4_20220829 14,1212.3041
4_20220829 15,1212.3041
4_20220829 16,1212.3041
4_20220829 17,1212.3041
4_20220829 18,1212.3041
4_20220829 19,1212.3041
4_20220829 20,1212.3041
4_20220829 21,767.12427
4_20220829 22,767.12427
4_20220829 23,721.7825
4_20220830 00,742.2339
4_20220830 01,742.2339
4_20220830 02,742.2339
4_20220830 03,742.2339
4_20220830 04,742.2339
4_20220830 05,742.2339
4_20220830 06,742.2339
4_20220830 07,742.2339
4_20220830 08,1212.3041
4_20220830 09,1212.3041
4_20220830 10,1212.3041
4_20220830 11,1212.3041
4_20220830 12,1212.3041
4_20220830 13,1212.3041
4_20220830 14,1212.3041
4_20220830 15,1212.3041
4_20220830 16,1212.3041
4_20220830 17,1212.3041
4_20220830 18,1212.3041
4_20220830 19,1212.3041
4_20220830 20,1212.3041
4_20220830 21,767.12427
4_20220830 22,767.12427
4_20220830 23,721.7825
4_20220831 00,742.2339
4_20220831 01,742.2339
4_20220831 02,742.2339
4_20220831 03,742.2339
4_20220831 04,742.2339
4_20220831 05,742.2339
4_20220831 06,742.2339
4_20220831 07,742.2339
4_20220831 08,1212.3041
4_20220831 09,1212.3041
4_20220831 10,1212.3041
4_20220831 11,1212.3041
4_20220831 12,1212.3041
4_20220831 13,1212.3041
4_20220831 14,1212.3041
4_20220831 15,1212.3041
4_20220831 16,1212.3041
4_20220831 17,1212.3041
4_20220831 18,1212.3041
4_20220831 19,1212.3041
4_20220831 20,1212.3041
4_20220831 21,767.12427
4_20220831 22,767.12427
4_20220831 23,721.7825
5_20220825 00,1925.442
5_20220825 01,1925.442
5_20220825 02,1925.442
5_20220825 03,1637.1564
5_20220825 04,1637.1564
5_20220825 05,1637.1564
5_20220825 06,1637.1564
5_20220825 07,1637.1564
5_20220825 08,3550.3223
5_20220825 09,3550.3223
5_20220825 10,3550.3223
5_20220825 11,3550.3223
5_20220825 12,3550.3223
5_20220825 13,3550.3223
5_20220825 14,3550.3223
5_20220825 15,3550.3223
5_20220825 16,3550.3223
5_20220825 17,3550.3223
5_20220825 18,3550.3223
5_20220825 19,3550.3223
5_20220825 20,3550.3223
5_20220825 21,1566.2527
5_20220825 22,1448.7405
5_20220825 23,1448.7405
5_20220826 00,1637.1564
5_20220826 01,1637.1564
5_20220826 02,1637.1564
5_20220826 03,1637.1564
5_20220826 04,1637.1564
5_20220826 05,1637.1564
5_20220826 06,1637.1564
5_20220826 07,1637.1564
5_20220826 08,3550.3223
5_20220826 09,3550.3223
5_20220826 10,3550.3223
5_20220826 11,3550.3223
5_20220826 12,3550.3223
5_20220826 13,3550.3223
5_20220826 14,3550.3223
5_20220826 15,3550.3223
5_20220826 16,3550.3223
5_20220826 17,3550.3223
5_20220826 18,3550.3223
5_20220826 19,3550.3223
5_20220826 20,3550.3223
5_20220826 21,1985.3325
5_20220826 22,1448.7405
5_20220826 23,1448.7405
5_20220827 00,1925.442
5_20220827 01,1925.442
5_20220827 02,1637.1564
5_20220827 03,1637.1564
5_20220827 04,1637.1564
5_20220827 05,1637.1564
5_20220827 06,1637.1564
5_20220827 07,1637.1564
5_20220827 08,3550.3223
5_20220827 09,3550.3223
5_20220827 10,3550.3223
5_20220827 11,3550.3223
5_20220827 12,3550.3223
5_20220827 13,3550.3223
5_20220827 14,3550.3223
5_20220827 15,3550.3223
5_20220827 16,3550.3223
5_20220827 17,3550.3223
5_20220827 18,3550.3223
5_20220827 19,3550.3223
5_20220827 20,3550.3223
5_20220827 21,1566.2527
5_20220827 22,1448.7405
5_20220827 23,1448.7405
5_20220828 00,1637.1564
5_20220828 01,1637.1564
5_20220828 02,1637.1564
5_20220828 03,1637.1564
5_20220828 04,1637.1564
5_20220828 05,1637.1564
5_20220828 06,1637.1564
5_20220828 07,1637.1564
5_20220828 08,3550.3223
5_20220828 09,3550.3223
5_20220828 10,3550.3223
5_20220828 11,3550.3223
5_20220828 12,3550.3223
5_20220828 13,3550.3223
5_20220828 14,3550.3223
5_20220828 15,3550.3223
5_20220828 16,3550.3223
5_20220828 17,3550.3223
5_20220828 18,3550.3223
5_20220828 19,3550.3223
5_20220828 20,3550.3223
5_20220828 21,1566.2527
5_20220828 22,1448.7405
5_20220828 23,1448.7405
5_20220829 00,1925.442
5_20220829 01,1637.1564
5_20220829 02,1637.1564
5_20220829 03,1637.1564
5_20220829 04,1637.1564
5_20220829 05,1637.1564
5_20220829 06,1637.1564
5_20220829 07,1637.1564
5_20220829 08,3550.3223
5_20220829 09,3550.3223
5_20220829 10,3550.3223
5_20220829 11,3550.3223
5_20220829 12,3550.3223
5_20220829 13,3550.3223
5_20220829 14,3550.3223
5_20220829 15,3550.3223
5_20220829 16,3550.3223
5_20220829 17,3550.3223
5_20220829 18,3550.3223
5_20220829 19,3550.3223
5_20220829 20,3550.3223
5_20220829 21,1566.2527
5_20220829 22,1448.7405
5_20220829 23,1448.7405
5_20220830 00,1637.1564
5_20220830 01,1637.1564
5_20220830 02,1637.1564
5_20220830 03,1637.1564
5_20220830 04,1637.1564
5_20220830 05,1637.1564
5_20220830 06,1637.1564
5_20220830 07,1637.1564
5_20220830 08,3550.3223
5_20220830 09,3550.3223
5_20220830 10,3550.3223
5_20220830 11,3550.3223
5_20220830 12,3550.3223
5_20220830 13,3550.3223
5_20220830 14,3550.3223
5_20220830 15,3550.3223
5_20220830 16,3550.3223
5_20220830 17,3550.3223
5_20220830 18,3550.3223
5_20220830 19,3550.3223
5_20220830 20,3550.3223
5_20220830 21,1566.2527
5_20220830 22,1448.7405
5_20220830 23,1448.7405
5_20220831 00,1637.1564
5_20220831 01,1637.1564
5_20220831 02,1637.1564
5_20220831 03,1637.1564
5_20220831 04,1637.1564
5_20220831 05,1637.1564
5_20220831 06,1637.1564
5_20220831 07,1637.1564
5_20220831 08,3550.3223
5_20220831 09,3550.3223
5_20220831 10,3550.3223
5_20220831 11,3550.3223
5_20220831 12,3550.3223
5_20220831 13,3550.3223
5_20220831 14,3550.3223
5_20220831 15,3550.3223
5_20220831 16,3550.3223
5_20220831 17,3550.3223
5_20220831 18,3550.3223
5_20220831 19,3550.3223
5_20220831 20,3550.3223
5_20220831 21,1566.2527
5_20220831 22,1448.7405
5_20220831 23,1448.7405
6_20220825 00,1056.154
6_20220825 01,1056.154
6_20220825 02,1056.154
6_20220825 03,1056.154
6_20220825 04,1056.154
6_20220825 05,1056.154
6_20220825 06,1056.154
6_20220825 07,1441.5411
6_20220825 08,2580.5632
6_20220825 09,2580.5632
6_20220825 10,2580.5632
6_20220825 11,2580.5632
6_20220825 12,2580.5632
6_20220825 13,2580.5632
6_20220825 14,2580.5632
6_20220825 15,2580.5632
6_20220825 16,2580.5632
6_20220825 17,2580.5632
6_20220825 18,2580.5632
6_20220825 19,2580.5632
6_20220825 20,2580.5632
6_20220825 21,1566.2527
6_20220825 22,1448.7405
6_20220825 23,1448.7405
6_20220826 00,1056.154
6_20220826 01,1056.154
6_20220826 02,1056.154
6_20220826 03,1056.154
6_20220826 04,1056.154
6_20220826 05,1056.154
6_20220826 06,1056.154
6_20220826 07,1441.5411
6_20220826 08,2580.5632
6_20220826 09,2580.5632
6_20220826 10,2580.5632
6_20220826 11,2580.5632
6_20220826 12,2580.5632
6_20220826 13,2580.5632
6_20220826 14,2580.5632
6_20220826 15,2580.5632
6_20220826 16,2580.5632
6_20220826 17,2580.5632
6_20220826 18,2580.5632
6_20220826 19,2580.5632
6_20220826 20,2580.5632
6_20220826 21,1566.2527
6_20220826 22,1448.7405
6_20220826 23,1448.7405
6_20220827 00,1056.154
6_20220827 01,1056.154
6_20220827 02,1056.154
6_20220827 03,1056.154
6_20220827 04,1056.154
6_20220827 05,1056.154
6_20220827 06,1056.154
6_20220827 07,1441.5411
6_20220827 08,2580.5632
6_20220827 09,2580.5632
6_20220827 10,2580.5632
6_20220827 11,2580.5632
6_20220827 12,2580.5632
6_20220827 13,2580.5632
6_20220827 14,2580.5632
6_20220827 15,2580.5632
6_20220827 16,2580.5632
6_20220827 17,2580.5632
6_20220827 18,2580.5632
6_20220827 19,2580.5632
6_20220827 20,2580.5632
6_20220827 21,1566.2527
6_20220827 22,1448.7405
6_20220827 23,1448.7405
6_20220828 00,1056.154
6_20220828 01,1056.154
6_20220828 02,1056.154
6_20220828 03,1056.154
6_20220828 04,1056.154
6_20220828 05,1056.154
6_20220828 06,1056.154
6_20220828 07,1441.5411
6_20220828 08,2580.5632
6_20220828 09,2580.5632
6_20220828 10,2580.5632
6_20220828 11,2580.5632
6_20220828 12,2580.5632
6_20220828 13,2580.5632
6_20220828 14,2580.5632
6_20220828 15,2580.5632
6_20220828 16,2580.5632
6_20220828 17,2580.5632
6_20220828 18,2580.5632
6_20220828 19,2580.5632
6_20220828 20,2580.5632
6_20220828 21,1566.2527
6_20220828 22,1448.7405
6_20220828 23,1448.7405
6_20220829 00,1056.154
6_20220829 01,1056.154
6_20220829 02,1056.154
6_20220829 03,1056.154
6_20220829 04,1056.154
6_20220829 05,1056.154
6_20220829 06,1056.154
6_20220829 07,1441.5411
6_20220829 08,2580.5632
6_20220829 09,2580.5632
6_20220829 10,2580.5632
6_20220829 11,2580.5632
6_20220829 12,2580.5632
6_20220829 13,2580.5632
6_20220829 14,2580.5632
6_20220829 15,2580.5632
6_20220829 16,2580.5632
6_20220829 17,2580.5632
6_20220829 18,2580.5632
6_20220829 19,2580.5632
6_20220829 20,2580.5632
6_20220829 21,1566.2527
6_20220829 22,1448.7405
6_20220829 23,1448.7405
6_20220830 00,1056.154
6_20220830 01,1056.154
6_20220830 02,1056.154
6_20220830 03,1056.154
6_20220830 04,1056.154
6_20220830 05,1056.154
6_20220830 06,1056.154
6_20220830 07,1441.5411
6_20220830 08,2580.5632
6_20220830 09,2580.5632
6_20220830 10,2580.5632
6_20220830 11,2580.5632
6_20220830 12,2580.5632
6_20220830 13,2580.5632
6_20220830 14,2580.5632
6_20220830 15,2580.5632
6_20220830 16,2580.5632
6_20220830 17,2580.5632
6_20220830 18,2580.5632
6_20220830 19,2580.5632
6_20220830 20,2580.5632
6_20220830 21,1566.2527
6_20220830 22,1448.7405
6_20220830 23,1448.7405
6_20220831 00,1056.154
6_20220831 01,1056.154
6_20220831 02,1056.154
6_20220831 03,1056.154
6_20220831 04,1056.154
6_20220831 05,1056.154
6_20220831 06,1056.154
6_20220831 07,1441.5411
6_20220831 08,2580.5632
6_20220831 09,2580.5632
6_20220831 10,2580.5632
6_20220831 11,2580.5632
6_20220831 12,2580.5632
6_20220831 13,2580.5632
6_20220831 14,2580.5632
6_20220831 15,2580.5632
6_20220831 16,2580.5632
6_20220831 17,2580.5632
6_20220831 18,2580.5632
6_20220831 19,2580.5632
6_20220831 20,2580.5632
6_20220831 21,1566.2527
6_20220831 22,1448.7405
6_20220831 23,1448.7405
7_20220825 00,402.60297
7_20220825 01,402.60297
7_20220825 02,402.60297
7_20220825 03,563.88574
7_20220825 04,563.88574
7_20220825 05,563.88574
7_20220825 06,794.1877
7_20220825 07,794.1877
7_20220825 08,883.38666
7_20220825 09,1017.2529
7_20220825 10,1017.2529
7_20220825 11,1017.2529
7_20220825 12,1017.2529
7_20220825 13,1017.2529
7_20220825 14,1017.2529
7_20220825 15,1017.2529
7_20220825 16,1017.2529
7_20220825 17,1017.2529
7_20220825 18,940.7214
7_20220825 19,940.7214
7_20220825 20,940.7214
7_20220825 21,751.44763
7_20220825 22,751.44763
7_20220825 23,751.44763
7_20220826 00,563.88574
7_20220826 01,563.88574
7_20220826 02,563.88574
7_20220826 03,563.88574
7_20220826 04,563.88574
7_20220826 05,563.88574
7_20220826 06,794.1877
7_20220826 07,794.1877
7_20220826 08,883.38666
