num_date_time,answer
2_20220825 13,2274.9812
2_20220825 14,2216.5212
2_20220825 15,2007.6099
2_20220825 16,2118.6445
2_20220825 17,2032.3324
2_20220825 18,1949.7164
2_20220825 19,1817.4524
2_20220825 20,1567.5769
2_20220825 21,1391.8816
2_20220825 22,973.513
2_20220825 23,1249.2577
2_20220826 00,1250.303
2_20220826 01,1245.5385
2_20220826 02,1234.9869
2_20220826 03,1212.0874
2_20220826 04,1228.7072
2_20220826 05,1195.0255
2_20220826 06,1219.7427
2_20220826 07,1235.3877
2_20220826 08,1732.8275
2_20220826 09,1940.8188
2_20220826 10,2344.9985
2_20220826 11,2311.477
2_20220826 12,2185.4104
2_20220826 13,2157.7493
2_20220826 14,2100.7427
2_20220826 15,2102.1506
2_20220826 16,1994.2838
2_20220826 17,1851.0875
2_20220826 18,2055.8994
2_20220826 19,1735.5087
2_20220826 20,1730.2814
2_20220826 21,1475.9661
2_20220826 22,854.01935
2_20220826 23,1227.1433
2_20220827 00,1289.686
2_20220827 01,1259.7709
2_20220827 02,1166.5154
2_20220827 03,1218.372
2_20220827 04,1165.0774
2_20220827 05,1137.493
2_20220827 06,1050.1898
2_20220827 07,1073.5072
2_20220827 08,1596.3993
2_20220827 09,1812.455
2_20220827 10,2128.6455
2_20220827 11,1963.7656
2_20220827 12,2209.6375
2_20220827 13,2169.3594
2_20220827 14,2141.4321
2_20220827 15,2147.9382
2_20220827 16,2133.3296
2_20220827 17,1965.5812
2_20220827 18,1971.588
2_20220827 19,1796.5924
2_20220827 20,1677.6917
2_20220827 21,1307.982
2_20220827 22,945.7661
2_20220827 23,1134.187
2_20220828 00,1232.6831
2_20220828 01,1179.9346
2_20220828 02,1205.2297
2_20220828 03,1181.6605
2_20220828 04,1066.3674
2_20220828 05,873.45825
2_20220828 06,809.468
2_20220828 07,891.3425
2_20220828 08,1579.2367
2_20220828 09,1875.2609
2_20220828 10,2253.9011
2_20220828 11,2215.7268
2_20220828 12,2237.6724
2_20220828 13,2154.5454
2_20220828 14,2150.168
2_20220828 15,2103.192
2_20220828 16,2094.5374
2_20220828 17,2036.5844
2_20220828 18,2006.6772
2_20220828 19,1869.2777
2_20220828 20,1736.8942
2_20220828 21,1419.3376
2_20220828 22,1096.7092
2_20220828 23,1318.6174
2_20220829 00,1262.2487
2_20220829 01,1235.6564
2_20220829 02,1260.1661
2_20220829 03,1217.4523
2_20220829 04,1193.057
2_20220829 05,1180.4497
2_20220829 06,1238.3832
2_20220829 07,1144.5653
2_20220829 08,1584.1637
2_20220829 09,1803.5575
2_20220829 10,2201.847
2_20220829 11,2201.1821
2_20220829 12,2223.4888
2_20220829 13,2326.0715
2_20220829 14,2322.9478
2_20220829 15,2316.9177
2_20220829 16,2306.42
2_20220829 17,2124.1897
2_20220829 18,1974.6443
2_20220829 19,1891.566
2_20220829 20,1711.3732
2_20220829 21,1479.4098
2_20220829 22,835.01086
2_20220829 23,1154.7445
2_20220830 00,1268.4071
2_20220830 01,1229.3209
2_20220830 02,1241.2667
2_20220830 03,1204.9302
2_20220830 04,1141.6204
2_20220830 05,1010.38495
2_20220830 06,757.12024
2_20220830 07,960.9496
2_20220830 08,1508.4476
2_20220830 09,1772.9043
2_20220830 10,2013.4868
2_20220830 11,2049.7886
2_20220830 12,2131.392
2_20220830 13,2128.4749
2_20220830 14,2048.0059
2_20220830 15,2012.1117
2_20220830 16,1953.7074
2_20220830 17,1875.9376
2_20220830 18,1924.3164
2_20220830 19,1681.0381
2_20220830 20,1548.4492
2_20220830 21,1335.2291
2_20220830 22,847.3634
2_20220830 23,1098.3206
2_20220831 00,1272.7952
2_20220831 01,1248.9945
2_20220831 02,1249.174
2_20220831 03,1235.4651
2_20220831 04,1232.5223
2_20220831 05,1229.2393
2_20220831 06,1246.314
2_20220831 07,1206.9902
2_20220831 08,1664.0072
2_20220831 09,1854.7445
2_20220831 10,2303.5508
2_20220831 11,2150.2764
2_20220831 12,2269.9954
2_20220831 13,2307.9421
2_20220831 14,2402.669
2_20220831 15,2333.4578
2_20220831 16,2312.013
2_20220831 17,2257.4978
2_20220831 18,1966.5685
2_20220831 19,1842.3768
2_20220831 20,1627.9359
2_20220831 21,1380.373
2_20220831 22,975.84546
2_20220831 23,1223.4634
3_20220825 00,1058.5114
3_20220825 01,1006.7828
3_20220825 02,1014.5417
3_20220825 03,859.36926
3_20220825 04,816.6129
3_20220825 05,833.9592
3_20220825 06,858.0886
3_20220825 07,908.545
3_20220825 08,1080.5646
3_20220825 09,1105.8533
3_20220825 10,1254.4166
3_20220825 11,1242.6138
3_20220825 12,1294.8219
3_20220825 13,1408.5465
3_20220825 14,1451.7362
3_20220825 15,1691.6554
3_20220825 16,1769.5413
3_20220825 17,1889.318
3_20220825 18,2056.4824
3_20220825 19,2090.889
3_20220825 20,2171.0608
3_20220825 21,1757.0641
3_20220825 22,1244.9288
3_20220825 23,934.0577
3_20220826 00,923.01385
3_20220826 01,912.9645
3_20220826 02,859.71094
3_20220826 03,827.56555
3_20220826 04,835.82587
3_20220826 05,811.4557
3_20220826 06,858.36896
3_20220826 07,953.171
3_20220826 08,1118.6488
3_20220826 09,1186.3234
3_20220826 10,1304.0322
3_20220826 11,1387.8738
3_20220826 12,1436.6615
3_20220826 13,1548.175
3_20220826 14,1707.2314
3_20220826 15,1800.9651
3_20220826 16,1784.3724
3_20220826 17,1860.8163
3_20220826 18,2491.981
3_20220826 19,2235.5688
3_20220826 20,2332.9573
3_20220826 21,1775.3262
3_20220826 22,1138.8815
3_20220826 23,1043.7329
3_20220827 00,1039.0287
3_20220827 01,991.41815
3_20220827 02,818.3241
3_20220827 03,819.3444
3_20220827 04,831.7599
3_20220827 05,810.6158
3_20220827 06,874.34576
3_20220827 07,891.57776
3_20220827 08,1087.0801
3_20220827 09,1215.3737
3_20220827 10,1293.4929
3_20220827 11,1278.7623
3_20220827 12,1369.915
3_20220827 13,1516.3438
3_20220827 14,1630.0916
3_20220827 15,1804.9958
3_20220827 16,1894.6611
3_20220827 17,1939.1956
3_20220827 18,2387.1938
3_20220827 19,2443.5894
3_20220827 20,2281.254
3_20220827 21,1813.346
3_20220827 22,1175.2543
3_20220827 23,997.44446
3_20220828 00,965.08777
3_20220828 01,890.60077
3_20220828 02,862.273
3_20220828 03,896.18286
3_20220828 04,879.95135
3_20220828 05,866.21625
3_20220828 06,883.6772
3_20220828 07,906.702
3_20220828 08,1105.767
3_20220828 09,1257.7653
3_20220828 10,1398.3899
3_20220828 11,1369.2566
3_20220828 12,1442.3115
3_20220828 13,1541.9291
3_20220828 14,1636.7306
3_20220828 15,1790.6713
3_20220828 16,1904.2002
3_20220828 17,2032.3033
3_20220828 18,2308.3518
3_20220828 19,2212.9426
3_20220828 20,2538.2446
3_20220828 21,1839.55
3_20220828 22,1414.9875
3_20220828 23,1142.938
3_20220829 00,1111.5294
3_20220829 01,1040.6135
3_20220829 02,972.75214
3_20220829 03,952.7313
3_20220829 04,872.86993
3_20220829 05,858.5452
3_20220829 06,909.5639
3_20220829 07,952.04376
3_20220829 08,1084.4829
3_20220829 09,1198.9763
3_20220829 10,1334.0815
3_20220829 11,1332.2748
3_20220829 12,1373.3168
3_20220829 13,1473.1876
3_20220829 14,1667.0168
3_20220829 15,1801.2722
3_20220829 16,1922.5632
3_20220829 17,1997.5453
3_20220829 18,2297.735
3_20220829 19,2345.9875
3_20220829 20,2255.717
3_20220829 21,1906.4066
3_20220829 22,980.97894
3_20220829 23,908.73
3_20220830 00,930.75433
3_20220830 01,910.0034
3_20220830 02,832.02203
3_20220830 03,791.8736
3_20220830 04,787.6273
3_20220830 05,804.5734
3_20220830 06,863.7505
3_20220830 07,933.0225
3_20220830 08,1102.798
3_20220830 09,1254.8932
3_20220830 10,1304.3922
3_20220830 11,1294.9856
3_20220830 12,1351.504
3_20220830 13,1438.1005
3_20220830 14,1422.7294
3_20220830 15,1440.9136
3_20220830 16,1435.5406
3_20220830 17,1334.0181
3_20220830 18,1394.6654
3_20220830 19,1279.5063
3_20220830 20,1220.2062
3_20220830 21,1123.008
3_20220830 22,773.7934
3_20220830 23,708.26
3_20220831 00,866.6652
3_20220831 01,854.5053
3_20220831 02,782.65765
3_20220831 03,785.947
3_20220831 04,778.81146
3_20220831 05,804.9592
3_20220831 06,820.5744
3_20220831 07,881.38184
3_20220831 08,1110.2992
3_20220831 09,1192.9135
3_20220831 10,1301.0082
3_20220831 11,1332.9893
3_20220831 12,1429.7759
3_20220831 13,1499.0781
3_20220831 14,1712.0226
3_20220831 15,1816.1633
3_20220831 16,1922.1929
3_20220831 17,2085.4912
3_20220831 18,2053.2144
3_20220831 19,2205.6733
3_20220831 20,2106.7156
3_20220831 21,1766.1115
3_20220831 22,1269.9335
3_20220831 23,1046.0878
4_20220825 00,694.3958
4_20220825 01,698.3948
4_20220825 02,710.6061
4_20220825 03,679.561
4_20220825 04,661.3087
4_20220825 05,681.78094
4_20220825 06,730.28613
4_20220825 07,796.5318
4_20220825 08,1044.743
4_20220825 09,1215.4543
4_20220825 10,1356.8502
4_20220825 11,1315.7603
4_20220825 12,1283.828
4_20220825 13,1259.2013
4_20220825 14,1184.5565
4_20220825 15,1176.7968
4_20220825 16,1166.7407
4_20220825 17,1096.1487
4_20220825 18,933.28864
4_20220825 19,807.51013
4_20220825 20,764.4354
4_20220825 21,761.09595
4_20220825 22,733.9787
4_20220825 23,668.87933
4_20220826 00,634.3455
4_20220826 01,628.40894
4_20220826 02,628.44635
4_20220826 03,623.7398
4_20220826 04,639.51587
4_20220826 05,661.9532
4_20220826 06,730.75946
4_20220826 07,793.18195
4_20220826 08,1007.1345
4_20220826 09,1256.5863
4_20220826 10,1315.7878
4_20220826 11,1401.4117
4_20220826 12,1372.757
4_20220826 13,1350.3484
4_20220826 14,1341.0413
4_20220826 15,1338.8064
4_20220826 16,1309.4706
4_20220826 17,1111.0826
4_20220826 18,994.82477
4_20220826 19,835.1613
4_20220826 20,766.23334
4_20220826 21,754.81744
4_20220826 22,745.31573
4_20220826 23,684.7385
4_20220827 00,683.3782
4_20220827 01,690.01135
4_20220827 02,637.17096
4_20220827 03,615.1759
4_20220827 04,620.1868
4_20220827 05,655.05273
4_20220827 06,720.20514
4_20220827 07,765.4512
4_20220827 08,948.31647
4_20220827 09,1179.6998
4_20220827 10,1277.1129
4_20220827 11,1256.6802
4_20220827 12,1280.2144
4_20220827 13,1251.2485
4_20220827 14,1205.6366
4_20220827 15,1183.7219
4_20220827 16,1211.6802
4_20220827 17,1077.7506
4_20220827 18,892.8502
4_20220827 19,801.8008
4_20220827 20,740.5625
4_20220827 21,749.7104
4_20220827 22,705.6635
4_20220827 23,646.51965
4_20220828 00,634.3728
4_20220828 01,650.36365
4_20220828 02,641.29065
4_20220828 03,634.3435
4_20220828 04,646.2424
4_20220828 05,651.9061
4_20220828 06,717.3083
4_20220828 07,789.9649
4_20220828 08,979.24786
4_20220828 09,1201.7812
4_20220828 10,1306.2402
4_20220828 11,1329.3522
4_20220828 12,1315.8036
4_20220828 13,1301.7069
4_20220828 14,1277.5288
4_20220828 15,1311.8502
4_20220828 16,1287.0613
4_20220828 17,1198.5791
4_20220828 18,977.99835
4_20220828 19,810.67145
4_20220828 20,743.98694
4_20220828 21,739.2598
4_20220828 22,755.33905
4_20220828 23,705.31433
4_20220829 00,713.92596
4_20220829 01,716.3983
4_20220829 02,706.3892
4_20220829 03,730.60114
4_20220829 04,712.8263
4_20220829 05,701.128
4_20220829 06,744.0997
4_20220829 07,821.7393
4_20220829 08,947.0786
4_20220829 09,1185.0613
4_20220829 10,1269.9347
4_20220829 11,1271.0558
4_20220829 12,1245.9055
4_20220829 13,1229.687
4_20220829 14,1216.9398
4_20220829 15,1214.1549
4_20220829 16,1203.8038
4_20220829 17,1071.669
4_20220829 18,973.5822
4_20220829 19,827.23596
4_20220829 20,782.50415
4_20220829 21,756.38617
4_20220829 22,696.932
4_20220829 23,659.7195
4_20220830 00,656.54346
4_20220830 01,644.5615
4_20220830 02,657.03064
4_20220830 03,653.6869
4_20220830 04,692.39716
4_20220830 05,695.22144
4_20220830 06,753.04376
4_20220830 07,822.43286
4_20220830 08,987.55505
4_20220830 09,1192.4381
4_20220830 10,1269.0292
4_20220830 11,1282.8601
4_20220830 12,1245.7163
4_20220830 13,1234.3949
4_20220830 14,1199.3616
4_20220830 15,1207.0342
4_20220830 16,1186.1471
4_20220830 17,1065.486
4_20220830 18,960.8326
4_20220830 19,829.2289
4_20220830 20,806.4977
4_20220830 21,738.04517
4_20220830 22,731.4654
4_20220830 23,664.1754
4_20220831 00,670.743
4_20220831 01,680.66614
4_20220831 02,646.4327
4_20220831 03,664.6378
4_20220831 04,674.42664
4_20220831 05,707.17596
4_20220831 06,723.376
4_20220831 07,784.2427
4_20220831 08,974.37537
4_20220831 09,1170.333
4_20220831 10,1272.7765
4_20220831 11,1352.7871
4_20220831 12,1327.268
4_20220831 13,1246.3752
4_20220831 14,1272.3429
4_20220831 15,1215.0463
4_20220831 16,1202.0891
4_20220831 17,1193.2324
4_20220831 18,946.3169
4_20220831 19,822.56323
4_20220831 20,791.8735
4_20220831 21,760.07306
4_20220831 22,763.985
4_20220831 23,752.91266
5_20220825 00,1927.7979
5_20220825 01,1947.5065
5_20220825 02,1948.2465
5_20220825 03,1863.9338
5_20220825 04,1852.2725
5_20220825 05,1933.8424
5_20220825 06,1883.936
5_20220825 07,1870.0767
5_20220825 08,3402.9639
5_20220825 09,3749.3718
5_20220825 10,3410.6748
5_20220825 11,4217.546
5_20220825 12,4243.252
5_20220825 13,4068.5105
5_20220825 14,3549.744
5_20220825 15,2976.0828
5_20220825 16,3628.4058
5_20220825 17,3647.7642
5_20220825 18,2936.8687
5_20220825 19,2343.2178
5_20220825 20,2485.634
5_20220825 21,2031.1318
5_20220825 22,1513.2966
5_20220825 23,1500.9624
5_20220826 00,1744.6702
5_20220826 01,1711.6143
5_20220826 02,1673.9509
5_20220826 03,1719.4556
5_20220826 04,1720.8092
5_20220826 05,1823.369
5_20220826 06,1820.3024
5_20220826 07,1836.8442
5_20220826 08,2684.2678
5_20220826 09,3058.8257
5_20220826 10,3699.5964
5_20220826 11,2841.0198
5_20220826 12,2591.8374
5_20220826 13,2424.4607
5_20220826 14,2273.2346
5_20220826 15,2263.779
5_20220826 16,1981.7048
5_20220826 17,1932.1617
5_20220826 18,1985.0814
5_20220826 19,1835.4507
5_20220826 20,2841.508
5_20220826 21,2181.3938
5_20220826 22,1595.2743
5_20220826 23,1522.9736
5_20220827 00,1914.4672
5_20220827 01,1901.2
5_20220827 02,1699.0604
5_20220827 03,1666.5703
5_20220827 04,1667.4314
5_20220827 05,1830.9159
5_20220827 06,1805.6772
5_20220827 07,1834.283
5_20220827 08,2220.8997
5_20220827 09,2342.908
5_20220827 10,2474.7122
5_20220827 11,2058.5037
5_20220827 12,2604.681
5_20220827 13,2182.6167
5_20220827 14,2104.839
5_20220827 15,1744.9978
5_20220827 16,1642.862
5_20220827 17,1970.4679
5_20220827 18,1518.7648
5_20220827 19,1942.8663
5_20220827 20,2172.481
5_20220827 21,1740.6036
5_20220827 22,1416.4447
5_20220827 23,1401.3527
5_20220828 00,1680.4994
5_20220828 01,1717.7686
5_20220828 02,1717.0004
5_20220828 03,1707.4907
5_20220828 04,1695.3165
5_20220828 05,1786.7137
5_20220828 06,1837.9048
5_20220828 07,1901.8224
5_20220828 08,2289.6685
5_20220828 09,2647.857
5_20220828 10,3089.8794
5_20220828 11,3012.2244
5_20220828 12,2836.6235
5_20220828 13,2333.9001
5_20220828 14,2187.303
5_20220828 15,2537.8667
5_20220828 16,2671.656
5_20220828 17,2597.6182
5_20220828 18,1750.2373
5_20220828 19,1185.0214
5_20220828 20,2384.777
5_20220828 21,1644.258
5_20220828 22,1541.8162
5_20220828 23,1530.6577
5_20220829 00,1905.1715
5_20220829 01,1895.4597
5_20220829 02,1927.1996
5_20220829 03,1896.9028
5_20220829 04,1847.0767
5_20220829 05,1877.522
5_20220829 06,1888.5613
5_20220829 07,2051.4023
5_20220829 08,2255.9568
5_20220829 09,2750.5242
5_20220829 10,2572.8743
5_20220829 11,2669.5957
5_20220829 12,2658.9265
5_20220829 13,3058.2034
5_20220829 14,2859.103
5_20220829 15,3557.953
5_20220829 16,2786.9236
5_20220829 17,2780.693
5_20220829 18,2529.4673
5_20220829 19,2470.2458
5_20220829 20,2804.52
5_20220829 21,1786.6178
5_20220829 22,1517.48
5_20220829 23,1504.7969
5_20220830 00,1683.4474
5_20220830 01,1665.9386
5_20220830 02,1694.3004
5_20220830 03,1701.396
5_20220830 04,1674.4196
5_20220830 05,1747.8715
5_20220830 06,1808.2687
5_20220830 07,2027.8953
5_20220830 08,2285.3206
5_20220830 09,2554.0457
5_20220830 10,2610.636
5_20220830 11,2690.822
5_20220830 12,2432.4592
5_20220830 13,2630.523
5_20220830 14,2553.431
5_20220830 15,2547.7312
5_20220830 16,2579.01
5_20220830 17,2474.2388
5_20220830 18,2313.0942
5_20220830 19,2752.4612
5_20220830 20,3492.8335
5_20220830 21,1981.6388
5_20220830 22,1525.0542
5_20220830 23,1509.5581
5_20220831 00,1676.8348
5_20220831 01,1696.096
5_20220831 02,1653.3962
5_20220831 03,1645.9104
5_20220831 04,1645.5907
5_20220831 05,1738.06
5_20220831 06,1804.198
5_20220831 07,1968.5918
5_20220831 08,3025.1592
5_20220831 09,2950.406
5_20220831 10,3140.2666
5_20220831 11,4205.633
5_20220831 12,4287.8823
5_20220831 13,4461.3555
5_20220831 14,4322.537
5_20220831 15,4450.859
5_20220831 16,4512.1567
5_20220831 17,4524.6
5_20220831 18,2667.896
5_20220831 19,3273.0232
5_20220831 20,3294.423
5_20220831 21,2074.8538
5_20220831 22,1509.3126
5_20220831 23,1605.838
6_20220825 00,1225.7247
6_20220825 01,1058.5167
6_20220825 02,1028.1588
6_20220825 03,993.7443
6_20220825 04,970.4275
6_20220825 05,1032.706
6_20220825 06,1217.9635
6_20220825 07,1488.3491
6_20220825 08,1752.021
6_20220825 09,2247.3389
6_20220825 10,2745.8347
6_20220825 11,2740.9841
6_20220825 12,2788.4983
6_20220825 13,2859.304
6_20220825 14,2773.2651
6_20220825 15,2793.418
6_20220825 16,2767.7803
6_20220825 17,2719.2402
6_20220825 18,2354.0466
6_20220825 19,2092.3655
6_20220825 20,2049.813
6_20220825 21,1841.432
6_20220825 22,1591.7974
6_20220825 23,1488.5839
6_20220826 00,1124.3546
6_20220826 01,1021.9515
6_20220826 02,1003.4273
6_20220826 03,987.0259
6_20220826 04,979.7047
6_20220826 05,1035.8583
6_20220826 06,1185.7574
6_20220826 07,1466.2145
6_20220826 08,1697.3014
6_20220826 09,2206.9155
6_20220826 10,2777.4458
6_20220826 11,2784.2383
6_20220826 12,2748.8079
6_20220826 13,2808.227
6_20220826 14,2825.0254
6_20220826 15,2816.207
6_20220826 16,2794.168
6_20220826 17,2667.1567
6_20220826 18,2418.0977
6_20220826 19,2175.2817
6_20220826 20,2133.432
6_20220826 21,1872.048
6_20220826 22,1613.538
6_20220826 23,1500.054
6_20220827 00,1230.0626
6_20220827 01,1035.9932
6_20220827 02,1015.2444
6_20220827 03,1025.856
6_20220827 04,1017.564
6_20220827 05,1026.7043
6_20220827 06,1163.7855
6_20220827 07,1426.4713
6_20220827 08,1648.2073
6_20220827 09,1957.6692
6_20220827 10,2615.3962
6_20220827 11,2704.9705
6_20220827 12,2767.8823
6_20220827 13,2794.8564
6_20220827 14,2816.49
6_20220827 15,2806.0486
6_20220827 16,2782.5083
6_20220827 17,2795.259
6_20220827 18,2341.6057
6_20220827 19,1995.6805
6_20220827 20,1997.8339
6_20220827 21,1785.5406
6_20220827 22,1541.3871
6_20220827 23,1476.5253
6_20220828 00,1142.4597
6_20220828 01,995.3075
6_20220828 02,989.45355
6_20220828 03,970.79895
6_20220828 04,953.96716
6_20220828 05,1006.30066
6_20220828 06,1141.5519
6_20220828 07,1448.3417
6_20220828 08,1663.4491
6_20220828 09,2186.1057
6_20220828 10,2751.1316
6_20220828 11,2820.2793
6_20220828 12,2799.7961
6_20220828 13,2793.549
6_20220828 14,2816.426
6_20220828 15,2890.3167
6_20220828 16,2849.8774
6_20220828 17,2829.3254
6_20220828 18,2364.9048
6_20220828 19,2117.84
6_20220828 20,2029.2913
6_20220828 21,1826.2878
6_20220828 22,1626.3792
6_20220828 23,1488.7285
6_20220829 00,1207.2443
6_20220829 01,1047.264
6_20220829 02,1028.0018
6_20220829 03,1012.0871
6_20220829 04,996.3747
6_20220829 05,1014.63544
6_20220829 06,1154.658
6_20220829 07,1433.6936
6_20220829 08,1656.1229
6_20220829 09,2264.9045
6_20220829 10,2733.6003
6_20220829 11,2787.862
6_20220829 12,2768.4983
6_20220829 13,2786.8403
6_20220829 14,2840.4397
6_20220829 15,2816.2468
6_20220829 16,2758.74
6_20220829 17,2746.1719
6_20220829 18,2351.6409
6_20220829 19,2110.4932
6_20220829 20,2046.7139
6_20220829 21,1946.5288
6_20220829 22,1555.674
6_20220829 23,1486.1493
6_20220830 00,1144.877
6_20220830 01,1017.78546
6_20220830 02,960.3687
6_20220830 03,948.8714
6_20220830 04,945.2818
6_20220830 05,1016.0218
6_20220830 06,1141.8223
6_20220830 07,1415.079
6_20220830 08,1658.2002
6_20220830 09,2281.8513
6_20220830 10,2742.38
6_20220830 11,2759.8706
6_20220830 12,2809.3066
6_20220830 13,2814.7769
6_20220830 14,2810.1716
6_20220830 15,2840.6038
6_20220830 16,2808.4458
6_20220830 17,2736.8142
6_20220830 18,2315.9717
6_20220830 19,2063.2356
6_20220830 20,2001.5137
6_20220830 21,1749.071
6_20220830 22,1539.9073
6_20220830 23,1438.9287
6_20220831 00,1148.4232
6_20220831 01,998.5182
6_20220831 02,977.0791
6_20220831 03,974.95605
6_20220831 04,970.7817
6_20220831 05,1021.3409
6_20220831 06,1173.716
6_20220831 07,1468.2444
6_20220831 08,1714.778
6_20220831 09,2274.577
6_20220831 10,2774.425
6_20220831 11,2813.3098
6_20220831 12,2881.6511
6_20220831 13,2906.8916
6_20220831 14,2840.9973
6_20220831 15,2963.9443
6_20220831 16,2912.5076
6_20220831 17,2903.059
6_20220831 18,2526.2139
6_20220831 19,2187.4968
6_20220831 20,2086.9775
6_20220831 21,1843.9475
6_20220831 22,1651.4219
6_20220831 23,1512.23
7_20220825 00,328.2266
7_20220825 01,333.73727
7_20220825 02,320.4139
7_20220825 03,300.24905
7_20220825 04,304.21768
7_20220825 05,576.7668
7_20220825 06,817.79095
7_20220825 07,767.4293
7_20220825 08,946.16364
7_20220825 09,990.6773
7_20220825 10,1033.1041
7_20220825 11,1053.3088
7_20220825 12,971.14075
7_20220825 13,1024.5441
7_20220825 14,966.15454
7_20220825 15,1001.7948
7_20220825 16,966.9359
